Identifiant,Annee,NUM_SAGO,Entreprise,Etablissement,SCIAN,Adresse,Region,Mun,Longitude,Latitude,Emissions_totales,Emissions_bio_combustion,Emissions_bio_autres,Emissions_totales_sans_bio,Note
280,2012,90459082,Fibrek S.E.N.C.,Fibrek S.E.N.C - Saint-Félicien,322112 : Usines de pâte chimique,"4000, route Saint-Eusèbe Saint-Félicien (Québec), G8K 2R6",Saguenay--Lac-Saint-Jean,Saint-Félicien,-72.51491667,48.74519444,987195,906657,0,80538,
281,2012,54582671,LVL Global inc.,Usine de fabrique de bois de placage lamellé (LVL de Ville-Marie),321215 : Fab. de produits de charpente en bois,"48, rue Boivin Ville-Marie (Québec), J9V 1B6",Abitibi-Témiscamingue,Ville-Marie,-79.42908056,47.32838333,14668,13678,0,990,
285,2012,90294307,PF Résolu Canada inc.,Produits forestiers Résolu (Dolbeau),322122 : Usines de papier journal,"1, 4e Avenue Dolbeau-Mistassini (Québec), G8L 2R4",Saguenay--Lac-Saint-Jean,Dolbeau-Mistassini,-72.21745584,48.88000748,39299,20117,0,19182,
286,2012,13437835,Rayonier A.M. Canada Société en nom collectif,Entreprises Sappi Canada inc. - Usine Matane,322111 : Usines de pâte mécanique,"400, rue du Port Matane (Québec), G4W 3M6",Bas-Saint-Laurent,Matane,-67.557213,48.832861,21375,350,0,21025,
287,2012,90463993,Canada Pipe Company ULC,Canada Pipe Company ULC (Bibby-Ste-Croix) Français: Tuyauteries Canada ULC,331511 : Fonderies de fer,"6200, rue Principale Sainte-Croix (Québec), G0S 2H0",Chaudière-Appalaches,Sainte-Croix,-71.73609813,46.62386713,17129,0,0,17129,
290,2012,29445244,PF Résolu Canada inc.,Produits Forestiers Résolu (Baie-Comeau),322122 : Usines de papier journal,"20, rue Marquette Baie-Comeau (Québec), G4Z 1K6",Côte-Nord,Baie-Comeau,-68.15182089,49.22315927,164136,156203,0,7933,
292,2012,26328195,National Silicates Partnership,National Silicates,325189 : Fab. tous les autres prod. chim. inorg. de base,"132, rue Fabre Salaberry-de-Valleyfield (Québec), J6S 4K9",Montérégie,Salaberry-de-Valleyfield,-74.114,45.2681,21753,0,0,21753,
293,2012,55125041,Arclin Canada ltée,Arclin Canada Ltée.,325210 : Fab. de résines & de caoutchouc synthétique,"100, rue Blanchard Sainte-Thérèse (Québec), J7E 4R9",Laurentides,Sainte-Thérèse,-73.84388889,45.63416667,7691,0,0,7691,
296,2012,X0500017,Le groupe Blue Mountain Wallcoverings inc.,Blue Mountain Wallcoverings inc,323119 : Autres activités d'impression,,Estrie,Sherbrooke,-71.8731,45.3979,550,0,0,550,
305,2012,21964465,Régie de gestion des matières résiduelles de la Mauricie,"RGMRM, lieu d'enfouissement technique de Champlain",562210 : Traitement & élimination des déchets,"295, route Sainte-Marie Champlain (Québec), G0X 1C0",Mauricie,Champlain,-72.31438146,46.47479235,67599,31,7995,59573,
307,2012,55033559,Société en commandite Stadacona WB,Commandité Stadacona WB ltée (papetière),322122 : Usines de papier journal,"10, boulevard des Capucins Québec (Québec), G1J 0G9",Capitale-Nationale,Québec,-71.21505556,46.82418056,49784,33274,0,16510,
308,2012,24228629,Unifix inc.,Unifix inc.,327390 : Fab. d'autres produits en béton,"35, rue Unifix Bromont (Québec), J2L 1N5",Estrie,Bromont,-72.72380512,45.30211524,695,0,0,695,
309,2012,52235348,PF Résolu Canada inc.,Produits Forestier Résolu - Amos,322122 : Usines de papier journal,"801, rue des Papetiers Amos (Québec), J9T 3X5",Abitibi-Témiscamingue,Amos,-78.15886667,48.56683056,122540,107170,0,15370,
310,2012,51543981,Canada malting co. Limited,Canada Maltage Cie limitée,311214 : Usinage du riz & malterie,"205, rue Riverside Montréal (Québec), H3C 2H9",Montréal,Montréal,-73.547072,45.490577,10104,0,0,10104,
312,2012,90287368,G.D.S. Valoribois inc.,G.D.S. Valoribois inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"80, rue du Parc-Industriel Matane (Québec), G4W 0K1",Bas-Saint-Laurent,Matane,-67.55764227,48.84081318,21623,20811,0,812,
313,2012,X0400149,Régie de gestion des matières résiduelles de la Mauricie,Régie de gestion des matières résiduelles de la Mauricie - LET Saint-Étienne-des-Grès,562210 : Traitement & élimination des déchets,"430, boulevard de La Gabelle Saint-Étienne-des-Grès (Québec), G0X 2P0",Mauricie,Saint-Étienne-des-Grès,-72.74286389,46.43346111,98959,10861,22785,65313,
314,2012,54134762,Rio Tinto Fer et Titane inc.,Rio Tinto Fer et Titane - Complexe métallurgique (ancien QIT),331110 : Sidérurgie,"1625, route Marie-Victorin Sorel-Tracy (Québec), J3R 1M6",Montérégie,Sorel-Tracy,-73.13472222,46.04055556,1296866,0,0,1296866,
316,2012,54134754,Rio Tinto Fer et Titane inc.,Rio Tinto Fer et titane inc. - Terminal Havre-Saint-Pierre,212210 : Extraction de minerais de fer,"951, rue de l'Escale Havre-Saint-Pierre (Québec), G0G 1P0",Côte-Nord,Havre-Saint-Pierre,-63.60987109,50.2425092,26724,0,0,26724,
320,2012,55245864,Groupe CRH Canada inc.,Groupe CRH Canada inc. - Cimenterie de Joliette,327310 : Fab. de ciment,"966, chemin des Prairies Joliette (Québec), J6E 6H7",Lanaudière,Saint-Thomas,-73.39971062,46.03338758,886740,32233,0,854507,
322,2012,12187886,Les Produits Forestiers D&G Ltée,Les Produits Forestiers D.G. ltée - Division Saint-Côme,321111 : Scieries sauf usines de bard. & bard. de fente,"2518, route du Président-Kennedy Saint-Côme--Linière (Québec), G0M 1J0",Chaudière-Appalaches,Saint-Côme--Linière,-70.4843892,46.01171289,18819,18450,0,369,
323,2012,X0600605,Entreprise Indorama PTA Montréal S.E.C.,Entreprise Indorama PTA Montréal s.e.c.,325190 : Fab. d'autres produits chim. organiques de base,"10200, rue Sherbrooke Montréal-Est (Québec), H1B 1B4",Montréal,Montréal-Est,-73.5171,45.62018056,107162,5363,0,101799,
324,2012,90271198,La Cie Matériaux de Construction BP Canada,BP Canada - Usine de LaSalle,324122 : Fab. bardeaux & matériaux de revêt. en asphalte,"9510, rue Saint-Patrick Montréal (Québec), H8R 1R9",Montréal,Montréal,-73.64725161,45.43697971,14919,0,0,14919,
326,2012,18905786,J.M. Champeau inc.,J.M. Champeau inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"491, route 253 Saint-Malo (Québec), J0B 2Y0",Estrie,Saint-Malo,-71.51361111,45.19880556,1846,1766,0,80,
329,2012,11313541,Rio Tinto Fer et Titane inc.,Les poudres métalliques du Québec ltée,331110 : Sidérurgie,"1655, route Marie-Victorin Sorel-Tracy (Québec), J3R 4R4",Montérégie,Sorel-Tracy,-73.14416667,46.03972222,32312,0,0,32312,
330,2012,54584628,PF Résolu Canada inc.,PF Résolu - Division Senneterre scierie,321111 : Scieries sauf usines de bard. & bard. de fente,"40, chemin Saint-Pierre Senneterre (Québec), J0Y 2M0",Abitibi-Témiscamingue,Senneterre,-77.23157778,48.38545111,19006,17194,0,1812,
331,2012,11892841,Société en commandite FF Soucy WB,Commandité FF Soucy WB ltée,322122 : Usines de papier journal,"191, rue Delage Rivière-du-Loup (Québec), G5R 6E2",Bas-Saint-Laurent,Rivière-du-Loup,-69.519652,47.818756,90571,86978,0,3593,
332,2012,51624534,PF Résolu Canada inc.,PF Résolu Canada inc. (Saint-Thomas-Didyme),321111 : Scieries sauf usines de bard. & bard. de fente,"300, avenue du Moulin Saint-Thomas-Didyme (Québec), G0W 1P0",Saguenay--Lac-Saint-Jean,Saint-Thomas-Didyme,-72.66362778,48.90924444,13579,11496,0,2083,
339,2012,90453523,Rayonier A.M. Canada Société en nom collectif,PF Résolu Canada inc. (division bois d'oeuvre) - Senneterre (Lac Clair),321111 : Scieries sauf usines de bard. & bard. de fente,"200, chemin du Lac-Clair Senneterre (Québec), J0Y 2M0",Abitibi-Témiscamingue,Senneterre,-77.18373056,48.35256667,17844,16099,0,1745,
340,2012,52625118,Graymont (Qc) inc.,Graymont (QC) inc. - Usine de Bedford,327410 : Fab. de chaux,"1015, chemin de la Carrière Bedford (Québec), J0J 1A0",Estrie,Bedford,-73.00810497,45.10880176,518776,0,0,518776,
342,2012,90414822,Louisiana-Pacific Canada ltd.,Usine et sablière (Louisiana-Pacific Canada Ltd),321217 : Usines de panneaux de copeaux,"1012, chemin du Parc-Industriel Bois-Franc (Québec), J9E 3A9",Outaouais,Bois-Franc,-75.91563333,46.50236111,105939,100795,0,5144,
343,2012,54481023,Beaulieu Canada Ltd./Beaulieu Canada ltee,"Beaulieu Canada (445, Roxton)",314110 : Usines de tapis & de carpettes,"445, rue de Roxton Acton Vale (Québec), J0H 1A0",Montérégie,Acton Vale,-72.56964722,45.63870556,12348,0,0,12348,
346,2012,53221180,Graymont (Qc) inc.,Graymont (Qc) inc. (usine de Marbleton),327410 : Fab. de chaux,"303, rue Principale Ouest Dudswell (Québec), J0B 1G0",Estrie,Dudswell,-71.60526111,45.6211,286266,4940,0,281326,
349,2012,90279464,Matériaux Blanchet inc.,Matériaux Blanchet inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"1030, route Elgin Sud Saint-Pamphile (Québec), G0R 3X0",Chaudière-Appalaches,Saint-Pamphile,-69.75160409,46.94371915,10578,8590,0,1988,
351,2012,29101334,Produits forestiers Arbec S.E.N.C.,Produits forestiers Arbec inc.(Shawinigan),321217 : Usines de panneaux de copeaux,"775, chemin de Turcotte Shawinigan (Québec), G9T 5K7",Mauricie,Shawinigan,-72.64025131,46.6282322,53761,51789,0,1972,
352,2012,53107116,Kruger GCF inc.,"Arbec, bois d'oeuvre inc.",321111 : Scieries sauf usines de bard. & bard. de fente,"88, route 159 Saint-Roch-de-Mékinac (Québec), G0X 2E0",Mauricie,Saint-Roch-de-Mékinac,-72.76419463,46.79935752,13474,11619,0,1855,
355,2012,29260064,Tafisa Canada inc.,Tafisa Canada inc.,321216 : Usines de panneaux de particules & de fibres,"4660, rue Villeneuve Lac-Mégantic (Québec), G6B 2C3",Estrie,Lac-Mégantic,-70.866775,45.585755,139934,139751,0,183,
357,2012,55076236,Graymont (Qc) inc.,Graymont (Qc) inc. (usine de Joliette),327410 : Fab. de chaux,"1300, rue Notre-Dame Joliette  (Québec), J6E 3Z9",Lanaudière,Saint-Pierre,-73.45728333,46.01153333,58635,0,0,58635,
364,2012,X1501545,La Compagnie Commonwealth Plywood ltée,Piscines Okéanos,321999 : Fab. de tous les autres produits divers en bois,"805, rue Christini Lachute (Québec), J8H 4N3",Laurentides,Lachute,-74.30345879,45.64264247,19170,18794,0,376,
366,2012,90550583,Sacopan inc.,Sacopan inc.,321216 : Usines de panneaux de particules & de fibres,"652, chemin du Moulin Sacré-Coeur (Québec), G0T 1Y0",Côte-Nord,Sacré-Coeur,-69.88553861,48.27895824,34369,32428,0,1941,
370,2012,X2141983,Polymos inc.,Polymos (Vaudreuil-Dorion),326140 : Fab. de produits en mousse de polystyrène,"3333, Rue F.-X.-Tessier, Vaudreuil-Dorion(Québec), J7V 5V5",Montérégie,Vaudreuil-Dorion,-74.0468202,45.41095422,2243,0,0,2243,
376,2012,52133105,Produits Kruger S.E.C.,"Produits Kruger s.e.c., usine de Sherbrooke",322121 : Usines de papier (sauf papier journal),"2888, rue College Sherbrooke (Québec), J1M 1T4",Estrie,Sherbrooke,-71.8545,45.3642,12337,0,0,12337,
378,2012,90447186,Rayonier A.M. Canada Société en nom collectif,Scierie La Sarre,321111 : Scieries sauf usines de bard. & bard. de fente,"495, route 111 Ouest La Sarre (Québec), J9Z 2X1",Abitibi-Témiscamingue,La Sarre,-79.22916667,48.80416667,14827,13077,0,1750,
389,2012,53986931,PF Résolu Canada inc.,Produits forestiers Résolu - Usine de pâtes et papier Kénogami,322122 : Usines de papier journal,"3750, rue De Champlain Saguenay (Québec), G7X 1M1",Saguenay--Lac-Saint-Jean,Saguenay,-71.2435,48.42946944,20490,0,0,20490,
390,2012,90471269,Ball technologies avancées d'aluminium Canada S.E.C.,Ball Advanced Aluminum Technologies Holding Canada Inc.,"331317 : Laminage, étirage, extrusion & alliage de l'Al","2205, rue Roy Sherbrooke (Québec), J1K 1B8",Estrie,Sherbrooke,-71.9272,45.391,14975,0,0,14975,
391,2012,X1500623,Colacem Canada inc.,Matériaux Lehigh Hanson limitée (Usine de ciment),327310 : Fab. de ciment,"1235, chemin Kilmar Grenville-sur-la-Rouge (Québec), J0V 1B0",Laurentides,Grenville-sur-la-Rouge,-74.61406059,45.76767917,189465,0,0,189465,
397,2012,26241968,La Compagnie Commonwealth Plywood ltée,La compagnie Commonwealth Plywood Ltée (Shawinigan),321211 : Usines de placages & contreplaqués de feuillus,"1155, avenue de la Fonderie Shawinigan (Québec), G9N 1W9",Mauricie,Shawinigan,-72.75086111,46.54605556,18482,18120,0,362,
399,2012,90499278,PF Résolu Canada inc.,PF Résolu Canada inc. (Saint-Prime),321111 : Scieries sauf usines de bard. & bard. de fente,"714, rue Principale Saint-Prime (Québec), G8J 1T8",Saguenay--Lac-Saint-Jean,Saint-Prime,-72.33975,48.59755833,21169,20667,0,502,
403,2012,12481586,La Compagnie Commonwealth Plywood ltée,La Compagnie Commonwealth Plywood ltée (Sainte-Thérèse),321211 : Usines de placages & contreplaqués de feuillus,"15, boulevard du Curé-Labelle Sainte-Thérèse (Québec), J7E 2X1",Laurentides,Sainte-Thérèse,-73.82742778,45.63822778,18234,17877,0,357,
407,2012,90356635,Régie intermunicipale de gestion des déchets des Chutes-de-la-Chaudière,LET de Saint-Lambert-de-Lauzon,562210 : Traitement & élimination des déchets,,Chaudière-Appalaches,Saint-Lambert-de-Lauzon,-71.2846126,46.59889782,28419,4103,10286,14030,
411,2012,X2072330,Les Mines Opinaca ltée,Propriété Éléonore,212220 : Extraction de minerais d'or & d'argent,,Nord-du-Québec,Eeyou Istchee Baie-James,-76.07089603,52.70500014,18912,0,0,18912,
413,2012,54740949,PF Résolu Canada inc.,PF Résolu Canada  inc.  (Usine Normandin),321111 : Scieries sauf usines de bard. & bard. de fente,"1165, rue Industrielle Normandin (Québec), G8M 4S9",Saguenay--Lac-Saint-Jean,Normandin,-72.51622037,48.82946376,31097,29719,0,1378,
414,2012,54661806,Produits pour toitures Fransyl ltée,Produits pour toitures Fransyl Ltée,326140 : Fab. de produits en mousse de polystyrène,"671, rue Léveillé Terrebonne (Québec), J6W 1Z9",Lanaudière,Terrebonne,-73.62574167,45.700575,2211,0,0,2211,
416,2012,90475187,Olymel S.E.C.,Olymel s.e.c. (Ste-Rosalie),311615 : Transformation de la volaille,"3250, boulevard Laurier Est Saint-Hyacinthe (Québec), J2R 2B6",Montérégie,Saint-Hyacinthe,-72.91366667,45.63771667,23460,0,0,23460,
419,2012,52214574,Teledyne Dalsa semiconducteur inc.,Teledyne digital imaging,334410 : Fab. semi-conducteurs & autres comp. électron.,"18, boulevard de l'Aéroport Bromont (Québec), J2L 1S7",Estrie,Bromont,-72.71416667,45.3,16993,0,0,16993,
421,2012,90523499,GCP Canada inc.,W.R Grace Canada Corp.,325999 : Fab. de tous les autres prod. chimiques divers,"42, rue Fabre Salaberry-de-Valleyfield (Québec), J6S 4K7",Montérégie,Salaberry-de-Valleyfield,-74.11130556,45.265,28318,0,0,28318,
429,2012,55342869,Saputo Produits Laitiers Canada S.E.N.C.,Saputo produits laitiers Canada inc. (Saint-Hyacinthe),"311515 : Fab. beurre, fromage, prod. laitier sec & conc.","1195, rue Daniel-Johnson Est Saint-Hyacinthe (Québec), J2S 7Y6",Montérégie,Saint-Hyacinthe,-72.958151,45.64633,11327,0,0,11327,
430,2012,24885642,Macco Organiques inc.,Macco Organiques inc.,325189 : Fab. tous les autres prod. chim. inorg. de base,"100, rue McArthur suite 112 Salaberry-de-Valleyfield (Québec), J6S 4M5",Montérégie,Salaberry-de-Valleyfield,-74.104913,45.263547,8707,0,0,8707,
436,2012,54177746,Niobec inc.,Niobec inc.,212299 : Extract. tous les autres minerais métalliques,"3400, route du Columbium Saint-Honoré (Québec), G0V 1L0",Saguenay--Lac-Saint-Jean,Saint-Honoré,-71.159,48.53208333,11138,0,0,11138,
448,2012,X2091162,Hydrogenal II inc.,Air Liquide Canada inc (plan 2),325120 : Fab. de gaz industriels,"5425, boulevard Raoul-Duchesne Bécancour (Québec), G9H 2T9",Centre-du-Québec,Bécancour,-72.375401,46.381865,30303,0,0,30303,
451,2012,54533609,Bradken Canada Manufactured Products Ltd.,Bradken Traitement des minerais C.B. - Usine no 1,331511 : Fonderies de fer,"105, avenue de la Fonderie Mont-Joli (Québec), G5H 1W2",Bas-Saint-Laurent,Mont-Joli,-68.1849,48.58813,7812,0,0,7812,
453,2012,24300311,Les Chantiers de Chibougamau ltée,Les chantiers de Chibougamau ltée,321111 : Scieries sauf usines de bard. & bard. de fente,"521, chemin Merrill Chibougamau (Québec), G8P 2K7",Nord-du-Québec,Chibougamau,-74.36995238,49.93111444,34696,33211,0,1485,
460,2012,X2093841,Praxair Canada inc.,Linde Canada inc. - Lot 44-5 (Varennes),325120 : Fab. de gaz industriels,"3325, route Marie-Victorin Varennes (Québec), J3X 1P7",Montérégie,Varennes,-73.42233386,45.70799855,57062,0,56845,217,
462,2012,52671898,Praxair Canada inc.,"Linde Canada inc ""Pointe-aux-Trembles"" (Anciennement Praxair Canada inc)",325120 : Fab. de gaz industriels,"3500, 3e Avenue (P.-a.-T.) Montréal (Québec), H1B 4P9",Montréal,Montréal,-73.51903226,45.63797162,34141,0,0,34141,
464,2012,90332115,Ville de Sherbrooke,Lieu d'enfouissement sanitaire et compostage (Ville de Sherbrooke),562210 : Traitement & élimination des déchets,"735, rue des Pèlerins          Sherbrooke (Québec), J1L 2L4",Estrie,Sherbrooke,-71.892106,45.42017,58744,7651,11483,39610,
472,2012,90193491,"Énergir, chaleur et climatisation urbaines, S.E.C.","Énergir, chaleur et climatisation",221330 : Production de vapeur & conditionnement de l'air,"120, boulevard Robert-Bourassa Montréal (Québec), H3C 2L4",Montréal,Montréal,-73.55620833,45.49563056,41349,0,0,41349,
473,2012,55583173,PF Résolu Canada inc.,Scierie St-Fulgence,321111 : Scieries sauf usines de bard. & bard. de fente,"1900, route de Tadoussac Saint-Fulgence (Québec), G0V 1S0",Saguenay--Lac-Saint-Jean,Saint-Fulgence,-70.71196403,48.44156675,28191,26986,0,1205,
476,2012,X0700081,PF Résolu Canada inc.,PF Résolu Canada inc. (anc.: AbiBow Canada inc.),321111 : Scieries sauf usines de bard. & bard. de fente,"200, chemin de Montcerf Maniwaki (Québec), J9E 1A1",Outaouais,Maniwaki,-75.99869444,46.39011111,9915,8674,0,1241,
479,2012,52645553,PF Résolu Canada inc.,PF Résolu (Scierie de La Doré),321111 : Scieries sauf usines de bard. & bard. de fente,"5850, avenue des Jardins La Doré (Québec), G8J 1B4",Saguenay--Lac-Saint-Jean,La Doré,-72.61947222,48.72225,25655,22243,0,3412,
482,2012,54903323,PF Résolu Canada inc.,Produits forestiers Résolu (Scierie des Outardes),321111 : Scieries sauf usines de bard. & bard. de fente,,Côte-Nord,Pointe-aux-Outardes,-68.40725703,49.1778866,10777,9355,0,1422,
483,2012,55280283,Bridgestone Canada inc.,Bridgestone Canada inc.,326210 : Fab. de pneus,"1200, boulevard de la Firestone Joliette (Québec), J6E 2W5",Lanaudière,Joliette,-73.42133333,46.0358,23252,0,0,23252,
487,2012,11143492,Molson Canada 2005,Brasserie Molson de Montréal,312120 : Brasseries,"1555, rue Notre-Dame Est Montréal (Québec), H2L 2R5",Montréal,Montréal,-73.5482945,45.51877749,20663,0,210,20453,
488,2012,X2085416,Canadian Royalties inc.,Nunavik Nickel,212232 : Extraction de minerais de nickel-cuivre,,Nord-du-Québec,Rivière-Koksoak                                           ,-73.42954464,61.56159075,48292,0,0,48292,
489,2012,52091972,"Certainteed gypsum Canada, inc.",Certainteed Canada inc.,327420 : Fab. de produits en gypse,"700, 1e Avenue Sainte-Catherine (Québec), J5C 1C5",Montérégie,Sainte-Catherine,-73.58888889,45.40430556,30381,0,0,30381,
